Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.8,0.76,0.44,0.08
verw,0.91,0.82,0.55,0.04
sparkont,1.0,1.0,0.98,0.71
beszeit,0.96,0.95,0.83,0.25
rate,0.92,0.91,0.74,0.24
famges,0.99,0.99,0.97,0.68
buerge,0.33,0.41,0.14,0.04
wohnzeit,0.95,0.95,0.83,0.37
verm,1.0,1.0,1.0,0.85
weitkred,0.52,0.56,0.27,0.05
wohn,1.0,1.0,0.99,0.83
bishkred,0.66,0.6,0.33,0.03
beruf,0.7,0.67,0.37,0.02
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.93,0.67
gastarb,0.99,0.99,0.97,0.79
kredit,0.86,0.89,0.75,0.45
