35, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,4390,0,43, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,60, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, England, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,3109,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,0,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,99999,0,40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, >50K
46, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, >50K
23, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, >50K
43, State-gov, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
26, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,80, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Local-gov, Assoc-voc, Never-married, Adm-clerical, Wife, White, Male,7298,0,35, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
67, Federal-gov, 1st-4th, Divorced, Priv-house-serv, Wife, White, Male,0,0,24, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
40, Federal-gov, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Separated, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,65259,0,60, United-States, >50K
