35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,25, Ireland, >50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,4691,0,40, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
79, Private, 5th-6th, Widowed, Protective-serv, Husband, Black, Female,0,0,33, El-Salvador, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Female,0,0,40, Ecuador, <=50K
20, Private, 11th, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,8, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,7687,0,40, Ecuador, <=50K
40, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1902,40, Ireland, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, Mexico, >50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Canada, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Philippines, <=50K
29, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, >50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Japan, >50K
39, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
25, Federal-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, Jamaica, <=50K
51, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,10230,0,40, Trinadad&Tobago, <=50K
27, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
32, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,0,22, El-Salvador, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
33, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
25, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,48, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Taiwan, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Puerto-Rico, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, El-Salvador, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
51, State-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, >50K
57, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,15024,0,60, Laos, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Japan, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Germany, >50K
28, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
21, Private, 11th, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,10, Poland, <=50K
23, Local-gov, 12th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Hong, <=50K
31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
44, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Wife, Other, Male,0,1902,45, Japan, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
35, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ecuador, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, India, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,43, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,40, Dominican-Republic, >50K
49, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Italy, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,13637,0,40, Japan, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, Thailand, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,35, Ecuador, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,10, Canada, >50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
31, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Poland, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,54, Haiti, >50K
53, Private, Assoc-acdm, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Jamaica, <=50K
53, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,50, India, <=50K
46, Private, HS-grad, Divorced, Sales, Husband, White, Male,9540,0,40, France, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,60, Germany, >50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,20, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Japan, >50K
58, Local-gov, 5th-6th, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
