Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.95,0.83,0.32
moral,0.77,0.73,0.41,0.1
verw,0.9,0.78,0.46,0.0
sparkont,0.83,0.83,0.5,0.16
beszeit,0.95,0.93,0.79,0.2
rate,0.9,0.9,0.7,0.26
famges,0.87,0.86,0.63,0.21
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.94,0.93,0.78,0.36
verm,0.99,0.99,0.96,0.65
weitkred,0.5,0.55,0.25,0.05
wohn,0.83,0.85,0.62,0.27
bishkred,0.67,0.6,0.34,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.53,0.63,0.36,0.19
telef,0.96,0.97,0.92,0.66
gastarb,0.54,0.64,0.37,0.19
kredit,0.86,0.89,0.75,0.45
