Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.96,0.86,0.35
moral,0.8,0.76,0.45,0.09
verw,0.9,0.79,0.47,0.02
sparkont,0.84,0.84,0.51,0.17
beszeit,0.93,0.92,0.74,0.19
rate,0.92,0.92,0.73,0.31
famges,0.86,0.85,0.6,0.21
buerge,0.29,0.36,0.12,0.03
wohnzeit,0.91,0.91,0.73,0.3
verm,0.99,0.99,0.98,0.75
weitkred,0.48,0.51,0.23,0.03
wohn,0.85,0.87,0.66,0.27
bishkred,0.66,0.58,0.33,0.01
beruf,0.75,0.72,0.43,0.02
pers,0.57,0.66,0.4,0.21
telef,0.96,0.97,0.93,0.68
gastarb,0.54,0.63,0.37,0.19
kredit,0.82,0.86,0.69,0.4
