value,frequency,column
4,0.26125,laufkont
2,0.25625,laufkont
3,0.24375,laufkont
1,0.23875,laufkont
2,0.5075,moral
4,0.29125,moral
3,0.10625,moral
1,0.0525,moral
0,0.0425,moral
0,0.28375,verw
3,0.28,verw
2,0.1775,verw
9,0.10125,verw
1,0.0975,verw
6,0.02875,verw
5,0.02125,verw
10,0.005,verw
4,0.005,verw
3,0.22625,sparkont
1,0.2175,sparkont
5,0.2,sparkont
2,0.1925,sparkont
4,0.16375,sparkont
3,0.34,beszeit
5,0.26,beszeit
4,0.19,beszeit
2,0.135,beszeit
1,0.075,beszeit
4,0.45875,rate
2,0.2275,rate
3,0.165,rate
1,0.14875,rate
3,0.29,famges
2,0.265,famges
1,0.23125,famges
4,0.21375,famges
1,0.9,buerge
3,0.065,buerge
2,0.035,buerge
4,0.41375,wohnzeit
2,0.3175,wohnzeit
3,0.1525,wohnzeit
1,0.11625,wohnzeit
4,0.275,verm
3,0.26125,verm
1,0.24125,verm
2,0.2225,verm
3,0.81,weitkred
1,0.1375,weitkred
2,0.0525,weitkred
1,0.3575,wohn
2,0.35625,wohn
3,0.28625,wohn
1,0.61125,bishkred
2,0.345,bishkred
4,0.025,bishkred
3,0.01875,bishkred
3,0.6125,beruf
2,0.205,beruf
4,0.17125,beruf
1,0.01125,beruf
2,0.8225,pers
1,0.1775,pers
1,0.5925,telef
2,0.4075,telef
2,0.55625,gastarb
1,0.44375,gastarb
1,0.695,kredit
0,0.305,kredit
