Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,1.0,0.91
moral,0.8,0.76,0.45,0.08
verw,0.89,0.78,0.47,0.02
sparkont,1.0,1.0,0.99,0.72
beszeit,0.95,0.93,0.78,0.22
rate,0.92,0.92,0.74,0.32
famges,1.0,0.99,0.98,0.74
buerge,0.28,0.35,0.11,0.04
wohnzeit,0.92,0.91,0.75,0.28
verm,1.0,1.0,0.99,0.81
weitkred,0.48,0.54,0.24,0.06
wohn,1.0,1.0,0.99,0.8
bishkred,0.68,0.6,0.34,0.03
beruf,0.74,0.71,0.41,0.02
pers,0.58,0.67,0.41,0.22
telef,0.97,0.98,0.93,0.69
gastarb,0.99,0.99,0.98,0.8
kredit,0.85,0.89,0.74,0.44
