25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Ireland, >50K
19, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, England, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,80, El-Salvador, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
28, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Ecuador, <=50K
40, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
70, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
61, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,30, South, <=50K
24, Private, 1st-4th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Scotland, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
18, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Nicaragua, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, Cambodia, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Philippines, <=50K
61, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,0,37, Vietnam, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4084,0,40, Columbia, >50K
21, Private, Prof-school, Never-married, Adm-clerical, Own-child, Other, Male,0,0,32, Yugoslavia, <=50K
41, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, >50K
49, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
26, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1878,40, Dominican-Republic, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
22, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, China, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,60, England, >50K
22, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,60, Dominican-Republic, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
39, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Female,0,0,60, Cambodia, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,40, Canada, >50K
40, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Other-relative, Black, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
27, Private, Some-college, Married-spouse-absent, Protective-serv, Husband, Black, Male,0,0,40, El-Salvador, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,32, Guatemala, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
32, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,5004,0,84, El-Salvador, <=50K
63, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
67, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Nicaragua, >50K
39, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, Japan, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Poland, <=50K
19, Local-gov, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hong, <=50K
32, Local-gov, HS-grad, Separated, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Mexico, <=50K
36, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
31, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,1977,40, Yugoslavia, <=50K
32, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1969,60, Dominican-Republic, <=50K
47, Self-emp-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1860,40, Cuba, >50K
45, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
26, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,17, Taiwan, <=50K
