Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.73
moral,0.76,0.72,0.39,0.07
verw,0.89,0.76,0.45,0.0
sparkont,1.0,1.0,1.0,0.88
beszeit,0.95,0.93,0.78,0.16
rate,0.92,0.92,0.75,0.33
famges,1.0,1.0,0.99,0.76
buerge,0.29,0.36,0.12,0.04
wohnzeit,0.94,0.94,0.81,0.35
verm,1.0,1.0,0.99,0.8
weitkred,0.43,0.45,0.2,0.01
wohn,1.0,1.0,0.99,0.85
bishkred,0.63,0.55,0.3,0.01
beruf,0.66,0.65,0.33,0.02
pers,0.45,0.56,0.29,0.15
telef,0.94,0.96,0.89,0.61
gastarb,1.0,1.0,0.99,0.89
kredit,0.86,0.89,0.75,0.45
