Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.95,0.84,0.31
moral,0.8,0.77,0.45,0.07
verw,0.9,0.81,0.51,0.01
sparkont,0.79,0.78,0.43,0.12
beszeit,0.95,0.93,0.78,0.19
rate,0.92,0.92,0.74,0.3
famges,0.82,0.8,0.53,0.12
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.95,0.95,0.82,0.38
verm,0.98,0.98,0.94,0.53
weitkred,0.5,0.55,0.25,0.05
wohn,0.72,0.76,0.46,0.17
bishkred,0.67,0.6,0.34,0.03
beruf,0.73,0.71,0.41,0.02
pers,0.52,0.62,0.35,0.18
telef,0.98,0.98,0.95,0.74
gastarb,0.24,0.34,0.14,0.07
kredit,0.84,0.88,0.73,0.43
