Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.74
moral,0.79,0.75,0.43,0.09
verw,0.89,0.77,0.46,0.0
sparkont,0.98,0.98,0.93,0.54
beszeit,0.95,0.93,0.79,0.18
rate,0.92,0.92,0.73,0.32
famges,0.98,0.98,0.93,0.57
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.76,0.31
verm,1.0,1.0,1.0,0.87
weitkred,0.45,0.49,0.21,0.03
wohn,0.99,0.99,0.96,0.68
bishkred,0.64,0.57,0.31,0.01
beruf,0.67,0.66,0.33,0.02
pers,0.46,0.57,0.3,0.15
telef,0.96,0.97,0.93,0.68
gastarb,0.96,0.97,0.93,0.67
kredit,0.84,0.88,0.72,0.43
