Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.8,0.76,0.44,0.09
verw,0.88,0.76,0.45,0.01
sparkont,0.99,0.99,0.97,0.7
beszeit,0.95,0.94,0.79,0.21
rate,0.91,0.91,0.71,0.33
famges,0.99,0.99,0.97,0.67
buerge,0.33,0.41,0.14,0.05
wohnzeit,0.94,0.94,0.81,0.35
verm,1.0,1.0,0.99,0.85
weitkred,0.51,0.57,0.26,0.06
wohn,0.99,0.99,0.98,0.77
bishkred,0.68,0.61,0.35,0.03
beruf,0.72,0.69,0.39,0.02
pers,0.57,0.67,0.4,0.21
telef,0.96,0.97,0.93,0.67
gastarb,0.99,0.99,0.97,0.79
kredit,0.84,0.88,0.73,0.43
