Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.95,0.85,0.35
moral,0.79,0.75,0.43,0.06
verw,0.89,0.77,0.45,0.02
sparkont,0.85,0.84,0.52,0.17
beszeit,0.95,0.93,0.79,0.2
rate,0.88,0.88,0.64,0.25
famges,0.88,0.87,0.65,0.21
buerge,0.3,0.38,0.12,0.04
wohnzeit,0.92,0.91,0.74,0.27
verm,0.99,0.99,0.98,0.71
weitkred,0.5,0.56,0.25,0.06
wohn,0.83,0.85,0.61,0.26
bishkred,0.64,0.57,0.31,0.01
beruf,0.71,0.69,0.38,0.03
pers,0.49,0.59,0.32,0.16
telef,0.94,0.96,0.89,0.61
gastarb,0.54,0.64,0.37,0.19
kredit,0.85,0.89,0.74,0.45
