Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.86
moral,0.81,0.77,0.45,0.08
verw,0.9,0.81,0.5,0.03
sparkont,1.0,1.0,0.99,0.81
beszeit,0.95,0.93,0.79,0.23
rate,0.92,0.92,0.73,0.33
famges,0.99,0.99,0.98,0.68
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.94,0.93,0.78,0.33
verm,1.0,1.0,1.0,0.86
weitkred,0.52,0.57,0.26,0.06
wohn,0.99,0.99,0.98,0.77
bishkred,0.68,0.61,0.34,0.03
beruf,0.75,0.73,0.42,0.05
pers,0.58,0.67,0.41,0.21
telef,0.99,0.99,0.98,0.8
gastarb,0.99,0.99,0.97,0.79
kredit,0.85,0.89,0.74,0.44
