Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.99,0.98,0.95,0.55
moral,0.78,0.74,0.41,0.08
verw,0.88,0.74,0.42,0.0
sparkont,0.97,0.97,0.87,0.46
beszeit,0.94,0.92,0.75,0.16
rate,0.91,0.91,0.71,0.29
famges,0.94,0.94,0.81,0.38
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.79
weitkred,0.49,0.54,0.24,0.06
wohn,0.76,0.79,0.51,0.2
bishkred,0.66,0.6,0.33,0.03
beruf,0.74,0.7,0.42,0.01
pers,0.62,0.71,0.45,0.24
telef,0.96,0.97,0.92,0.66
gastarb,0.26,0.37,0.15,0.08
kredit,0.85,0.89,0.74,0.45
