Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.79,0.75,0.43,0.08
verw,0.89,0.78,0.45,0.02
sparkont,1.0,1.0,1.0,0.86
beszeit,0.93,0.91,0.73,0.17
rate,0.93,0.93,0.78,0.33
famges,1.0,1.0,0.99,0.79
buerge,0.25,0.32,0.1,0.02
wohnzeit,0.91,0.9,0.72,0.28
verm,1.0,1.0,0.99,0.82
weitkred,0.46,0.51,0.22,0.04
wohn,1.0,1.0,0.99,0.82
bishkred,0.66,0.58,0.33,0.01
beruf,0.75,0.73,0.43,0.03
pers,0.5,0.6,0.34,0.17
telef,0.94,0.96,0.88,0.6
gastarb,1.0,1.0,0.99,0.9
kredit,0.8,0.85,0.67,0.39
