Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.9,0.42
moral,0.78,0.74,0.42,0.06
verw,0.9,0.8,0.49,0.01
sparkont,0.96,0.96,0.85,0.42
beszeit,0.95,0.94,0.81,0.24
rate,0.9,0.89,0.68,0.24
famges,0.95,0.95,0.83,0.41
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.95,0.94,0.82,0.37
verm,1.0,1.0,0.99,0.76
weitkred,0.54,0.59,0.28,0.08
wohn,0.73,0.76,0.47,0.17
bishkred,0.66,0.59,0.33,0.03
beruf,0.71,0.69,0.38,0.02
pers,0.63,0.71,0.46,0.24
telef,0.96,0.97,0.92,0.67
gastarb,0.25,0.35,0.14,0.07
kredit,0.88,0.91,0.79,0.49
