,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,734143.5
3,epoch,2,1250,1,158735.12
5,epoch,3,1250,1,259606.61
7,epoch,4,1250,1,140816.27
9,epoch,5,1250,1,76212.516
11,epoch,6,1250,1,139354.36
13,epoch,7,1250,1,140538.1
15,epoch,8,1250,1,70581.71
17,epoch,9,1250,1,45057.04
19,epoch,10,1250,1,69136.18
21,epoch,11,1250,1,72561.695
23,epoch,12,1250,1,51838.01
25,epoch,13,1250,1,35124.434
27,epoch,14,1250,1,35624.63
29,epoch,15,1250,1,47203.297
31,epoch,16,1250,1,48654.746
33,epoch,17,1250,1,33409.293
35,epoch,18,1250,1,17389.5
37,epoch,19,1250,1,16163.916
39,epoch,20,1250,1,22983.084
41,epoch,21,1250,1,25219.088
43,epoch,22,1250,1,20325.635
45,epoch,23,1250,1,13391.136
47,epoch,24,1250,1,9882.116
49,epoch,25,1250,1,12220.474
51,epoch,26,1250,1,15928.485
53,epoch,27,1250,1,15474.949
55,epoch,28,1250,1,10903.467
57,epoch,29,1250,1,6954.532
59,epoch,30,1250,1,7208.781
61,epoch,31,1250,1,9555.825
63,epoch,32,1250,1,9975.673
65,epoch,33,1250,1,7684.414
67,epoch,34,1250,1,5033.118
69,epoch,35,1250,1,4337.0957
71,epoch,36,1250,1,5318.2344
73,epoch,37,1250,1,6171.3564
75,epoch,38,1250,1,5837.64
77,epoch,39,1250,1,4669.6445
79,epoch,40,1250,1,3634.1624
81,epoch,41,1250,1,3361.236
83,epoch,42,1250,1,3830.4075
85,epoch,43,1250,1,4268.235
87,epoch,44,1250,1,3863.1436
89,epoch,45,1250,1,2870.8943
91,epoch,46,1250,1,2321.1064
93,epoch,47,1250,1,2626.2644
95,epoch,48,1250,1,3077.6846
97,epoch,49,1250,1,2927.6038
99,epoch,50,1250,1,2331.8691
101,epoch,51,1250,1,1967.5531
103,epoch,52,1250,1,2100.2788
105,epoch,53,1250,1,2350.6956
107,epoch,54,1250,1,2339.6458
109,epoch,55,1250,1,2084.6172
111,epoch,56,1250,1,1817.1494
113,epoch,57,1250,1,1725.6118
115,epoch,58,1250,1,1805.2264
117,epoch,59,1250,1,1886.2004
