Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.9,0.74,0.16
moral,0.79,0.76,0.43,0.1
verw,0.9,0.79,0.49,0.02
sparkont,0.76,0.75,0.38,0.1
beszeit,0.94,0.92,0.77,0.17
rate,0.93,0.93,0.77,0.33
famges,0.81,0.79,0.52,0.1
buerge,0.3,0.38,0.13,0.06
wohnzeit,0.94,0.94,0.81,0.35
verm,0.98,0.97,0.91,0.45
weitkred,0.51,0.56,0.25,0.07
wohn,0.72,0.76,0.46,0.17
bishkred,0.67,0.6,0.33,0.03
beruf,0.72,0.68,0.39,0.01
pers,0.63,0.71,0.46,0.24
telef,0.96,0.97,0.92,0.66
gastarb,0.23,0.34,0.13,0.07
kredit,0.85,0.89,0.73,0.44
