Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.81
moral,0.81,0.78,0.46,0.1
verw,0.89,0.78,0.48,0.01
sparkont,1.0,1.0,0.98,0.7
beszeit,0.95,0.94,0.8,0.21
rate,0.89,0.89,0.67,0.24
famges,0.99,0.99,0.98,0.69
buerge,0.33,0.4,0.14,0.05
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,1.0,0.85
weitkred,0.5,0.56,0.25,0.07
wohn,1.0,1.0,0.99,0.81
bishkred,0.66,0.61,0.33,0.03
beruf,0.75,0.73,0.43,0.04
pers,0.6,0.69,0.43,0.23
telef,0.95,0.96,0.9,0.63
gastarb,0.98,0.98,0.95,0.74
kredit,0.85,0.89,0.74,0.44
