Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.98,0.93,0.52
moral,0.77,0.73,0.4,0.08
verw,0.9,0.79,0.47,0.0
sparkont,0.91,0.91,0.67,0.26
beszeit,0.95,0.94,0.8,0.2
rate,0.92,0.92,0.75,0.34
famges,0.91,0.9,0.72,0.28
buerge,0.25,0.33,0.1,0.04
wohnzeit,0.94,0.93,0.79,0.36
verm,1.0,1.0,0.99,0.8
weitkred,0.5,0.55,0.25,0.05
wohn,0.89,0.9,0.72,0.33
bishkred,0.66,0.59,0.32,0.01
beruf,0.74,0.72,0.41,0.04
pers,0.49,0.59,0.33,0.17
telef,0.96,0.97,0.92,0.67
gastarb,0.72,0.79,0.57,0.31
kredit,0.82,0.86,0.69,0.4
