Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.78,0.75,0.42,0.09
verw,0.9,0.78,0.49,0.0
sparkont,1.0,1.0,0.99,0.78
beszeit,0.96,0.94,0.81,0.22
rate,0.91,0.91,0.71,0.31
famges,0.99,0.99,0.98,0.72
buerge,0.32,0.4,0.14,0.04
wohnzeit,0.92,0.91,0.75,0.28
verm,1.0,1.0,0.99,0.83
weitkred,0.52,0.57,0.27,0.06
wohn,0.99,0.99,0.98,0.73
bishkred,0.66,0.59,0.33,0.02
beruf,0.8,0.83,0.57,0.24
pers,0.62,0.7,0.44,0.23
telef,0.94,0.96,0.9,0.62
gastarb,0.99,0.99,0.98,0.81
kredit,0.86,0.9,0.76,0.46
