Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.77
moral,0.81,0.77,0.45,0.07
verw,0.9,0.81,0.51,0.01
sparkont,1.0,1.0,0.99,0.82
beszeit,0.94,0.93,0.77,0.18
rate,0.9,0.9,0.69,0.3
famges,1.0,1.0,0.98,0.74
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.24
verm,1.0,1.0,0.99,0.85
weitkred,0.53,0.58,0.27,0.07
wohn,1.0,1.0,0.99,0.86
bishkred,0.65,0.59,0.32,0.03
beruf,0.7,0.66,0.36,0.01
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.93,0.68
gastarb,1.0,1.0,0.99,0.88
kredit,0.85,0.89,0.74,0.44
