Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.98,0.97,0.91,0.45
moral,0.81,0.77,0.46,0.07
verw,0.91,0.82,0.55,0.03
sparkont,0.98,0.97,0.89,0.48
beszeit,0.95,0.93,0.78,0.16
rate,0.92,0.92,0.75,0.29
famges,0.95,0.94,0.82,0.38
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.93,0.93,0.78,0.34
verm,1.0,1.0,0.98,0.76
weitkred,0.52,0.58,0.27,0.08
wohn,0.75,0.78,0.49,0.19
bishkred,0.68,0.6,0.34,0.03
beruf,0.72,0.7,0.39,0.03
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.92,0.65
gastarb,0.28,0.38,0.16,0.08
kredit,0.86,0.89,0.75,0.45
