Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.18
moral,0.81,0.77,0.45,0.05
verw,0.88,0.77,0.45,0.0
sparkont,0.72,0.71,0.34,0.07
beszeit,0.94,0.92,0.75,0.16
rate,0.91,0.91,0.71,0.27
famges,0.8,0.77,0.5,0.11
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.76,0.28
verm,0.98,0.97,0.91,0.45
weitkred,0.51,0.56,0.25,0.07
wohn,0.67,0.71,0.4,0.15
bishkred,0.66,0.6,0.33,0.03
beruf,0.7,0.68,0.37,0.03
pers,0.61,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.66
gastarb,0.22,0.32,0.12,0.06
kredit,0.84,0.88,0.73,0.43
