Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.95,0.87,0.33
moral,0.78,0.75,0.42,0.09
verw,0.89,0.78,0.48,0.02
sparkont,0.77,0.76,0.4,0.1
beszeit,0.93,0.91,0.73,0.15
rate,0.92,0.92,0.74,0.32
famges,0.81,0.79,0.52,0.12
buerge,0.3,0.38,0.12,0.06
wohnzeit,0.92,0.91,0.75,0.29
verm,0.98,0.98,0.93,0.52
weitkred,0.6,0.63,0.33,0.06
wohn,0.76,0.79,0.51,0.21
bishkred,0.65,0.59,0.32,0.03
beruf,0.74,0.72,0.41,0.04
pers,0.59,0.68,0.42,0.22
telef,0.96,0.97,0.93,0.68
gastarb,0.24,0.34,0.14,0.07
kredit,0.87,0.91,0.78,0.48
