,type,this_epoch,total_epochs,batch_num,loss
1,epoch,1,1250,1,298438.6
3,epoch,2,1250,1,204738.28
5,epoch,3,1250,1,133680.36
7,epoch,4,1250,1,86552.11
9,epoch,5,1250,1,60694.64
11,epoch,6,1250,1,48372.11
13,epoch,7,1250,1,43842.41
15,epoch,8,1250,1,43770.24
17,epoch,9,1250,1,46241.734
19,epoch,10,1250,1,49152.375
21,epoch,11,1250,1,51480.215
23,epoch,12,1250,1,52591.473
25,epoch,13,1250,1,52225.79
27,epoch,14,1250,1,51236.227
29,epoch,15,1250,1,50361.17
31,epoch,16,1250,1,49464.28
33,epoch,17,1250,1,48384.035
35,epoch,18,1250,1,47119.832
37,epoch,19,1250,1,45865.258
39,epoch,20,1250,1,44844.395
41,epoch,21,1250,1,44156.402
43,epoch,22,1250,1,43761.13
45,epoch,23,1250,1,43603.832
47,epoch,24,1250,1,43676.0
49,epoch,25,1250,1,43953.133
51,epoch,26,1250,1,44334.965
53,epoch,27,1250,1,44677.113
55,epoch,28,1250,1,44885.94
57,epoch,29,1250,1,44958.875
59,epoch,30,1250,1,44932.77
61,epoch,31,1250,1,44817.844
63,epoch,32,1250,1,44584.83
65,epoch,33,1250,1,44196.18
67,epoch,34,1250,1,43849.773
69,epoch,35,1250,1,43795.188
71,epoch,36,1250,1,43598.465
73,epoch,37,1250,1,43338.312
75,epoch,38,1250,1,43308.543
77,epoch,39,1250,1,43369.906
79,epoch,40,1250,1,43355.277
81,epoch,41,1250,1,43308.5
83,epoch,42,1250,1,43376.73
85,epoch,43,1250,1,43471.758
87,epoch,44,1250,1,43405.41
89,epoch,45,1250,1,43349.785
91,epoch,46,1250,1,43333.36
93,epoch,47,1250,1,43229.57
95,epoch,48,1250,1,43081.61
97,epoch,49,1250,1,43028.406
99,epoch,50,1250,1,42952.645
101,epoch,51,1250,1,42836.945
103,epoch,52,1250,1,42804.35
105,epoch,53,1250,1,42760.617
107,epoch,54,1250,1,42679.617
109,epoch,55,1250,1,42664.69
111,epoch,56,1250,1,42619.93
113,epoch,57,1250,1,42548.605
115,epoch,58,1250,1,42514.543
117,epoch,59,1250,1,42431.85
119,epoch,60,1250,1,42343.098
121,epoch,61,1250,1,42275.62
123,epoch,62,1250,1,42170.28
125,epoch,63,1250,1,42091.805
127,epoch,64,1250,1,42013.125
129,epoch,65,1250,1,41919.742
131,epoch,66,1250,1,41852.152
133,epoch,67,1250,1,41768.33
135,epoch,68,1250,1,41688.7
137,epoch,69,1250,1,41619.184
139,epoch,70,1250,1,41534.438
141,epoch,71,1250,1,41459.633
143,epoch,72,1250,1,41381.777
145,epoch,73,1250,1,41295.87
147,epoch,74,1250,1,41219.8
149,epoch,75,1250,1,41139.992
