value,frequency,column
Male,0.6541734197730956,sex
Female,0.3458265802269044,sex
25 - 45,0.36203403565640196,age_cat
Greater than 45,0.3255672609400324,age_cat
Less than 25,0.3123987034035656,age_cat
Caucasian,0.20846839546191248,race
Hispanic,0.20583468395461912,race
Other,0.19671799027552675,race
Native American,0.19671799027552675,race
Asian,0.19165316045380876,race
African-American,0.0006077795786061589,race
F,0.6446515397082658,c_charge_degree
M,0.3553484602917342,c_charge_degree
0,0.5131685575364667,is_recid
1,0.4868314424635332,is_recid
Low,0.5516612641815235,score_text
Medium,0.2603322528363047,score_text
High,0.1880064829821718,score_text
0,0.5449756888168558,two_year_recid
1,0.45502431118314424,two_year_recid
