Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.77,0.71,0.39,0.07
verw,0.9,0.79,0.47,0.03
sparkont,1.0,1.0,1.0,0.85
beszeit,0.95,0.94,0.81,0.22
rate,0.92,0.92,0.74,0.35
famges,0.99,0.99,0.98,0.71
buerge,0.28,0.36,0.12,0.05
wohnzeit,0.92,0.91,0.74,0.31
verm,1.0,1.0,0.99,0.84
weitkred,0.46,0.5,0.22,0.03
wohn,1.0,1.0,1.0,0.89
bishkred,0.65,0.57,0.31,0.01
beruf,0.72,0.69,0.39,0.02
pers,0.52,0.62,0.35,0.18
telef,0.96,0.97,0.92,0.67
gastarb,0.99,0.99,0.98,0.8
kredit,0.8,0.85,0.66,0.38
