Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.98,0.74
moral,0.79,0.74,0.42,0.08
verw,0.9,0.77,0.46,0.0
sparkont,1.0,0.99,0.98,0.71
beszeit,0.94,0.92,0.76,0.15
rate,0.92,0.92,0.74,0.35
famges,0.99,0.99,0.97,0.68
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.77,0.33
verm,1.0,1.0,0.99,0.86
weitkred,0.49,0.54,0.24,0.05
wohn,1.0,1.0,0.99,0.8
bishkred,0.65,0.58,0.32,0.01
beruf,0.66,0.65,0.33,0.01
pers,0.5,0.6,0.33,0.17
telef,0.93,0.95,0.87,0.58
gastarb,0.99,0.99,0.98,0.8
kredit,0.79,0.84,0.65,0.37
