Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.97,0.89,0.43
moral,0.79,0.74,0.43,0.07
verw,0.89,0.77,0.46,0.01
sparkont,0.92,0.91,0.69,0.24
beszeit,0.95,0.92,0.78,0.16
rate,0.91,0.91,0.72,0.29
famges,0.91,0.91,0.73,0.3
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.32
verm,1.0,1.0,0.99,0.81
weitkred,0.49,0.54,0.24,0.06
wohn,0.92,0.93,0.78,0.38
bishkred,0.65,0.57,0.32,0.01
beruf,0.69,0.67,0.35,0.02
pers,0.48,0.58,0.32,0.16
telef,0.98,0.98,0.96,0.74
gastarb,0.71,0.78,0.55,0.3
kredit,0.8,0.85,0.67,0.38
