Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.79,0.76,0.44,0.07
verw,0.89,0.78,0.46,0.02
sparkont,1.0,1.0,0.99,0.81
beszeit,0.94,0.93,0.77,0.17
rate,0.91,0.91,0.72,0.25
famges,1.0,1.0,0.99,0.79
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.91,0.9,0.72,0.23
verm,1.0,1.0,0.99,0.8
weitkred,0.53,0.58,0.27,0.06
wohn,1.0,1.0,0.99,0.86
bishkred,0.68,0.61,0.35,0.04
beruf,0.72,0.7,0.39,0.03
pers,0.59,0.68,0.42,0.22
telef,0.95,0.96,0.91,0.64
gastarb,1.0,1.0,0.99,0.88
kredit,0.85,0.89,0.74,0.45
