Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.8
moral,0.79,0.75,0.42,0.06
verw,0.89,0.77,0.45,0.01
sparkont,1.0,1.0,0.99,0.84
beszeit,0.95,0.93,0.79,0.18
rate,0.9,0.9,0.7,0.28
famges,1.0,1.0,0.98,0.72
buerge,0.27,0.33,0.11,0.02
wohnzeit,0.94,0.93,0.79,0.32
verm,1.0,1.0,0.99,0.81
weitkred,0.46,0.5,0.22,0.03
wohn,1.0,1.0,0.99,0.85
bishkred,0.66,0.58,0.32,0.01
beruf,0.72,0.69,0.39,0.01
pers,0.54,0.63,0.37,0.19
telef,0.96,0.97,0.93,0.68
gastarb,1.0,1.0,1.0,0.92
kredit,0.81,0.86,0.68,0.39
