Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.8,0.77,0.45,0.09
verw,0.89,0.78,0.48,0.02
sparkont,1.0,1.0,0.99,0.81
beszeit,0.95,0.93,0.78,0.2
rate,0.91,0.92,0.73,0.31
famges,1.0,1.0,0.98,0.73
buerge,0.31,0.39,0.13,0.04
wohnzeit,0.91,0.9,0.73,0.23
verm,1.0,1.0,0.99,0.82
weitkred,0.53,0.56,0.27,0.04
wohn,1.0,1.0,0.99,0.84
bishkred,0.67,0.6,0.34,0.01
beruf,0.81,0.83,0.58,0.25
pers,0.62,0.71,0.45,0.24
telef,0.94,0.96,0.89,0.62
gastarb,1.0,1.0,0.99,0.88
kredit,0.88,0.91,0.78,0.48
