Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.77,0.73,0.41,0.08
verw,0.9,0.79,0.46,0.02
sparkont,1.0,1.0,0.99,0.81
beszeit,0.94,0.93,0.77,0.18
rate,0.94,0.93,0.78,0.32
famges,0.99,0.99,0.97,0.68
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.93,0.92,0.76,0.32
verm,1.0,1.0,0.99,0.83
weitkred,0.49,0.53,0.24,0.04
wohn,1.0,1.0,0.99,0.87
bishkred,0.66,0.59,0.33,0.01
beruf,0.71,0.69,0.38,0.03
pers,0.5,0.6,0.34,0.17
telef,0.95,0.96,0.91,0.64
gastarb,0.99,0.99,0.97,0.79
kredit,0.86,0.9,0.76,0.46
