35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
50, Private, HS-grad, Divorced, Sales, Husband, White, Male,4924,0,45, Iran, >50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
47, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 12th, Never-married, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
48, Private, Assoc-voc, Divorced, Craft-repair, Wife, White, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,60, Ecuador, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
59, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Ireland, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Nicaragua, >50K
50, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Canada, <=50K
19, Private, Masters, Never-married, Prof-specialty, Own-child, Black, Male,2016,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,25, Poland, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,99999,0,40, Vietnam, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, Yugoslavia, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,1178,0,40, Jamaica, >50K
46, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
32, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,45, Ecuador, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, Jamaica, >50K
23, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, <=50K
57, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
