Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.78,0.19
moral,0.8,0.77,0.45,0.1
verw,0.88,0.75,0.42,0.0
sparkont,0.73,0.73,0.35,0.09
beszeit,0.95,0.94,0.79,0.21
rate,0.9,0.91,0.7,0.31
famges,0.8,0.77,0.49,0.08
buerge,0.35,0.43,0.15,0.06
wohnzeit,0.94,0.93,0.79,0.33
verm,0.98,0.98,0.93,0.52
weitkred,0.51,0.56,0.26,0.06
wohn,0.74,0.78,0.49,0.18
bishkred,0.68,0.62,0.35,0.04
beruf,0.71,0.7,0.38,0.03
pers,0.58,0.67,0.41,0.21
telef,0.97,0.98,0.94,0.69
gastarb,0.21,0.31,0.12,0.06
kredit,0.85,0.89,0.74,0.44
