Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.93,0.79,0.27
moral,0.77,0.72,0.4,0.07
verw,0.9,0.79,0.47,0.01
sparkont,0.79,0.79,0.43,0.12
beszeit,0.95,0.93,0.78,0.17
rate,0.89,0.89,0.66,0.28
famges,0.79,0.77,0.49,0.12
buerge,0.23,0.29,0.09,0.02
wohnzeit,0.92,0.91,0.73,0.3
verm,0.99,0.99,0.96,0.64
weitkred,0.45,0.48,0.21,0.02
wohn,0.67,0.72,0.41,0.16
bishkred,0.66,0.58,0.33,0.01
beruf,0.69,0.68,0.36,0.02
pers,0.51,0.61,0.34,0.17
telef,0.95,0.96,0.9,0.63
gastarb,0.2,0.3,0.11,0.06
kredit,0.75,0.81,0.6,0.33
