Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.77,0.73,0.4,0.07
verw,0.9,0.78,0.49,0.0
sparkont,1.0,1.0,0.99,0.82
beszeit,0.95,0.93,0.78,0.19
rate,0.89,0.9,0.68,0.25
famges,1.0,1.0,0.98,0.73
buerge,0.33,0.41,0.14,0.06
wohnzeit,0.93,0.92,0.76,0.3
verm,1.0,1.0,0.99,0.82
weitkred,0.54,0.58,0.28,0.07
wohn,1.0,1.0,0.99,0.86
bishkred,0.67,0.59,0.33,0.02
beruf,0.74,0.71,0.42,0.02
pers,0.55,0.64,0.38,0.2
telef,0.97,0.98,0.95,0.72
gastarb,1.0,1.0,0.99,0.87
kredit,0.83,0.88,0.72,0.42
