Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.92,0.77,0.2
moral,0.77,0.73,0.4,0.06
verw,0.9,0.79,0.47,0.02
sparkont,0.76,0.76,0.39,0.09
beszeit,0.94,0.93,0.77,0.19
rate,0.94,0.94,0.8,0.33
famges,0.78,0.76,0.47,0.11
buerge,0.29,0.37,0.12,0.04
wohnzeit,0.94,0.93,0.79,0.36
verm,0.98,0.98,0.92,0.49
weitkred,0.51,0.55,0.25,0.05
wohn,0.74,0.77,0.49,0.17
bishkred,0.66,0.58,0.33,0.01
beruf,0.71,0.7,0.38,0.03
pers,0.56,0.65,0.39,0.2
telef,0.95,0.97,0.91,0.64
gastarb,0.29,0.39,0.17,0.08
kredit,0.79,0.85,0.66,0.37
