50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
36, Private, HS-grad, Divorced, Sales, Husband, Other, Male,0,0,60, Iran, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,29, El-Salvador, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,75, Trinadad&Tobago, >50K
70, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,11318,0,50, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,45, Ecuador, <=50K
49, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1977,40, Yugoslavia, >50K
36, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
36, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
26, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,29, Scotland, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1887,50, Iran, >50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Canada, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Cuba, <=50K
64, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Philippines, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, Columbia, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,43, Yugoslavia, >50K
25, Private, 9th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,29, Jamaica, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,15, Yugoslavia, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
54, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, China, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, El-Salvador, >50K
44, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,50, Dominican-Republic, >50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,7687,0,10, Germany, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,50, Cambodia, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,15, Canada, <=50K
57, State-gov, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,35, Thailand, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,65, Puerto-Rico, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,2349,0,40, El-Salvador, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
37, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, Nicaragua, >50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Japan, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,40, France, >50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
19, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,1740,25, Philippines, >50K
53, Federal-gov, 5th-6th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, >50K
29, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
