value,frequency,column
4,0.375,laufkont
2,0.26625,laufkont
1,0.25375,laufkont
3,0.105,laufkont
2,0.5125,moral
4,0.29375,moral
3,0.08375,moral
1,0.065,moral
0,0.045,moral
3,0.28875,verw
0,0.2675,verw
2,0.1775,verw
9,0.1125,verw
1,0.10875,verw
6,0.03375,verw
5,0.005,verw
10,0.00375,verw
4,0.0025,verw
1,0.58,sparkont
5,0.18,sparkont
2,0.09625,sparkont
3,0.08875,sparkont
4,0.055,sparkont
3,0.34875,beszeit
5,0.2375,beszeit
4,0.1925,beszeit
2,0.15,beszeit
1,0.07125,beszeit
4,0.47,rate
2,0.2375,rate
3,0.16,rate
1,0.1325,rate
3,0.5325,famges
2,0.29875,famges
4,0.11,famges
1,0.05875,famges
1,0.87875,buerge
3,0.0725,buerge
2,0.04875,buerge
4,0.42125,wohnzeit
2,0.30375,wohnzeit
3,0.14125,wohnzeit
1,0.13375,wohnzeit
3,0.3375,verm
1,0.2825,verm
2,0.2125,verm
4,0.1675,verm
3,0.77125,weitkred
1,0.16625,weitkred
2,0.0625,weitkred
2,0.675,wohn
1,0.21125,wohn
3,0.11375,wohn
1,0.63375,bishkred
2,0.31625,bishkred
3,0.0275,bishkred
4,0.0225,bishkred
3,0.63,beruf
2,0.20875,beruf
4,0.14875,beruf
1,0.0125,beruf
2,0.81375,pers
1,0.18625,pers
1,0.605,telef
2,0.395,telef
2,0.93375,gastarb
1,0.06625,gastarb
1,0.68125,kredit
0,0.31875,kredit
