Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.97,0.96,0.88,0.37
moral,0.79,0.75,0.43,0.06
verw,0.88,0.76,0.41,0.01
sparkont,0.78,0.78,0.42,0.13
beszeit,0.95,0.94,0.8,0.22
rate,0.9,0.9,0.69,0.29
famges,0.82,0.8,0.53,0.12
buerge,0.28,0.36,0.11,0.04
wohnzeit,0.92,0.92,0.74,0.28
verm,0.99,0.98,0.94,0.55
weitkred,0.53,0.59,0.27,0.08
wohn,0.71,0.75,0.45,0.16
bishkred,0.66,0.6,0.33,0.03
beruf,0.71,0.66,0.38,0.01
pers,0.61,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.66
gastarb,0.24,0.34,0.14,0.07
kredit,0.8,0.85,0.66,0.38
