24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, Ireland, >50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Male,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,35, El-Salvador, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
24, Private, Assoc-voc, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,54, South, <=50K
34, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Taiwan, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,14784,0,54, Italy, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,15024,0,70, Nicaragua, >50K
33, Private, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,40, Canada, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Portugal, <=50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Black, Female,13014,0,50, Vietnam, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1901,50, Yugoslavia, >50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,15024,0,60, Yugoslavia, >50K
31, Federal-gov, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Ecuador, <=50K
22, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,40, Japan, <=50K
27, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,1902,40, China, >50K
22, Private, Assoc-voc, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,8397,0,40, England, >50K
42, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, Dominican-Republic, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Germany, <=50K
33, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,60, Canada, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
18, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
35, Private, Masters, Never-married, Exec-managerial, Other-relative, Black, Male,0,0,50, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Scotland, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, El-Salvador, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,40, Guatemala, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,45, Guatemala, <=50K
26, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
17, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Dominican-Republic, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
30, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Laos, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
27, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
34, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
52, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,99999,0,40, Portugal, >50K
23, Local-gov, 12th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,15024,0,45, England, >50K
62, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,38, Hong, <=50K
28, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7298,0,45, Nicaragua, >50K
20, Private, Assoc-voc, Separated, Other-service, Wife, Black, Male,0,0,40, Japan, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,40, Honduras, <=50K
32, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,54, Yugoslavia, <=50K
17, Private, 12th, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
37, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
21, Private, 10th, Never-married, Tech-support, Own-child, Other, Female,0,0,45, Jamaica, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Japan, >50K
34, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Taiwan, >50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,60, Trinadad&Tobago, <=50K
37, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Thailand, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Haiti, <=50K
37, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,99999,0,40, Puerto-Rico, <=50K
31, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, Japan, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,19, India, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,53, Germany, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,7298,0,40, Laos, >50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Female,0,0,50, Ecuador, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Taiwan, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
44, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,54, Dominican-Republic, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Honduras, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,45, China, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,50, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Thailand, <=50K
51, Local-gov, Doctorate, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
27, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
25, Private, HS-grad, Married-spouse-absent, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, England, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, Thailand, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
21, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
22, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, South, <=50K
29, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, Germany, >50K
