Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.95,0.94,0.83,0.27
moral,0.8,0.78,0.45,0.1
verw,0.92,0.84,0.58,0.03
sparkont,0.78,0.78,0.42,0.09
beszeit,0.96,0.95,0.83,0.24
rate,0.91,0.91,0.72,0.3
famges,0.81,0.8,0.52,0.14
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.94,0.93,0.79,0.36
verm,0.97,0.96,0.88,0.4
weitkred,0.49,0.55,0.24,0.07
wohn,0.69,0.73,0.43,0.15
bishkred,0.67,0.6,0.33,0.04
beruf,0.72,0.69,0.39,0.02
pers,0.68,0.76,0.52,0.28
telef,0.96,0.97,0.93,0.67
gastarb,0.37,0.48,0.23,0.11
kredit,0.86,0.9,0.76,0.46
