value,frequency,column
4,0.3475,laufkont
2,0.29,laufkont
1,0.2675,laufkont
3,0.095,laufkont
2,0.52,moral
4,0.2625,moral
3,0.095,moral
1,0.07125,moral
0,0.05125,moral
3,0.25625,verw
0,0.255,verw
2,0.195,verw
1,0.1175,verw
9,0.11,verw
6,0.045,verw
4,0.01375,verw
5,0.0075,verw
1,0.565,sparkont
5,0.17625,sparkont
2,0.1125,sparkont
3,0.09375,sparkont
4,0.0525,sparkont
3,0.32375,beszeit
5,0.21875,beszeit
4,0.20875,beszeit
2,0.1725,beszeit
1,0.07625,beszeit
4,0.4625,rate
2,0.245,rate
3,0.155,rate
1,0.1375,rate
3,0.53125,famges
2,0.30625,famges
4,0.08875,famges
1,0.07375,famges
1,0.88625,buerge
2,0.05875,buerge
3,0.055,buerge
4,0.39625,wohnzeit
2,0.31125,wohnzeit
1,0.14875,wohnzeit
3,0.14375,wohnzeit
3,0.36375,verm
1,0.2625,verm
2,0.2275,verm
4,0.14625,verm
3,0.80625,weitkred
1,0.13625,weitkred
2,0.0575,weitkred
2,0.7,wohn
1,0.1925,wohn
3,0.1075,wohn
1,0.62625,bishkred
2,0.3275,bishkred
3,0.02375,bishkred
4,0.0225,bishkred
3,0.6325,beruf
2,0.19125,beruf
4,0.1625,beruf
1,0.01375,beruf
2,0.7825,pers
1,0.2175,pers
1,0.5975,telef
2,0.4025,telef
2,0.8975,gastarb
1,0.1025,gastarb
1,0.685,kredit
0,0.315,kredit
