Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.18
moral,0.8,0.77,0.44,0.1
verw,0.9,0.8,0.52,0.02
sparkont,0.73,0.72,0.35,0.07
beszeit,0.94,0.92,0.76,0.16
rate,0.91,0.91,0.72,0.26
famges,0.79,0.77,0.48,0.13
buerge,0.34,0.42,0.15,0.06
wohnzeit,0.94,0.93,0.79,0.36
verm,0.99,0.99,0.95,0.57
weitkred,0.46,0.52,0.22,0.05
wohn,0.69,0.73,0.43,0.15
bishkred,0.67,0.61,0.34,0.03
beruf,0.77,0.74,0.45,0.04
pers,0.64,0.72,0.47,0.25
telef,0.96,0.97,0.93,0.67
gastarb,0.19,0.29,0.1,0.05
kredit,0.86,0.89,0.75,0.45
