Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.96,0.95,0.84,0.31
moral,0.81,0.77,0.45,0.09
verw,0.9,0.79,0.49,0.02
sparkont,0.9,0.9,0.65,0.26
beszeit,0.94,0.92,0.77,0.16
rate,0.92,0.92,0.75,0.33
famges,0.91,0.9,0.72,0.28
buerge,0.31,0.39,0.13,0.05
wohnzeit,0.95,0.94,0.82,0.38
verm,1.0,1.0,0.99,0.79
weitkred,0.52,0.57,0.27,0.06
wohn,0.88,0.89,0.7,0.33
bishkred,0.67,0.6,0.34,0.03
beruf,0.72,0.69,0.39,0.02
pers,0.6,0.69,0.43,0.23
telef,0.96,0.97,0.92,0.67
gastarb,0.73,0.79,0.57,0.31
kredit,0.85,0.89,0.74,0.44
