,type,this_epoch,total_epochs,batch_num,loss
2,epoch,1,50,2,18088.875
5,epoch,2,50,2,16894.982
8,epoch,3,50,2,16145.662
11,epoch,4,50,2,15557.0
14,epoch,5,50,2,14525.549
17,epoch,6,50,2,12726.715
20,epoch,7,50,2,10903.736
23,epoch,8,50,2,9094.82
26,epoch,9,50,2,8106.211
29,epoch,10,50,2,7410.2856
32,epoch,11,50,2,6409.399
35,epoch,12,50,2,5689.547
38,epoch,13,50,2,5318.1357
41,epoch,14,50,2,4910.2666
44,epoch,15,50,2,4421.1943
47,epoch,16,50,2,3974.1697
50,epoch,17,50,2,3714.601
53,epoch,18,50,2,3538.398
56,epoch,19,50,2,3314.4001
59,epoch,20,50,2,2981.415
62,epoch,21,50,2,2664.8582
65,epoch,22,50,2,2449.4194
68,epoch,23,50,2,2278.0781
71,epoch,24,50,2,2125.3013
74,epoch,25,50,2,1979.2456
77,epoch,26,50,2,1884.2611
80,epoch,27,50,2,1791.5054
83,epoch,28,50,2,1664.8729
86,epoch,29,50,2,1519.185
89,epoch,30,50,2,1411.9878
92,epoch,31,50,2,1329.6128
95,epoch,32,50,2,1267.8179
98,epoch,33,50,2,1208.1985
101,epoch,34,50,2,1139.3445
104,epoch,35,50,2,1079.7736
107,epoch,36,50,2,1045.3083
110,epoch,37,50,2,1000.78015
113,epoch,38,50,2,941.78564
116,epoch,39,50,2,922.84045
119,epoch,40,50,2,922.667
122,epoch,41,50,2,868.7782
125,epoch,42,50,2,848.875
128,epoch,43,50,2,838.75775
131,epoch,44,50,2,805.6184
134,epoch,45,50,2,794.9635
137,epoch,46,50,2,773.35284
140,epoch,47,50,2,760.6856
143,epoch,48,50,2,764.71094
146,epoch,49,50,2,755.75854
149,epoch,50,50,2,724.89764
