Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.83
moral,0.79,0.76,0.43,0.08
verw,0.9,0.81,0.51,0.02
sparkont,1.0,1.0,1.0,0.85
beszeit,0.95,0.93,0.78,0.22
rate,0.91,0.91,0.72,0.29
famges,1.0,1.0,0.99,0.8
buerge,0.3,0.38,0.13,0.06
wohnzeit,0.93,0.93,0.78,0.33
verm,1.0,1.0,0.99,0.8
weitkred,0.51,0.56,0.26,0.05
wohn,1.0,1.0,0.99,0.84
bishkred,0.65,0.58,0.32,0.03
beruf,0.81,0.84,0.59,0.25
pers,0.62,0.7,0.44,0.23
telef,0.95,0.97,0.91,0.65
gastarb,1.0,1.0,0.99,0.9
kredit,0.86,0.9,0.76,0.46
