Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,1.0,0.87
moral,0.8,0.76,0.44,0.07
verw,0.9,0.79,0.49,0.02
sparkont,1.0,1.0,1.0,0.87
beszeit,0.95,0.93,0.78,0.16
rate,0.89,0.9,0.68,0.28
famges,1.0,1.0,0.99,0.78
buerge,0.29,0.37,0.12,0.05
wohnzeit,0.93,0.92,0.77,0.33
verm,1.0,1.0,0.99,0.77
weitkred,0.52,0.58,0.27,0.07
wohn,1.0,1.0,1.0,0.87
bishkred,0.65,0.59,0.32,0.03
beruf,0.71,0.68,0.39,0.01
pers,0.55,0.65,0.38,0.2
telef,0.97,0.98,0.95,0.72
gastarb,1.0,1.0,0.99,0.88
kredit,0.86,0.89,0.75,0.45
