Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.93,0.91,0.76,0.18
moral,0.79,0.75,0.43,0.09
verw,0.89,0.77,0.44,0.02
sparkont,0.73,0.73,0.35,0.09
beszeit,0.95,0.94,0.8,0.25
rate,0.92,0.92,0.74,0.33
famges,0.8,0.78,0.51,0.12
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.92,0.91,0.74,0.29
verm,0.99,0.98,0.94,0.6
weitkred,0.46,0.5,0.22,0.03
wohn,0.76,0.8,0.52,0.21
bishkred,0.65,0.58,0.32,0.01
beruf,0.74,0.71,0.41,0.02
pers,0.55,0.64,0.38,0.2
telef,0.94,0.96,0.9,0.62
gastarb,0.26,0.37,0.15,0.08
kredit,0.85,0.89,0.74,0.45
