Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.89,0.73,0.14
moral,0.81,0.79,0.47,0.09
verw,0.9,0.79,0.5,0.02
sparkont,0.73,0.73,0.35,0.09
beszeit,0.94,0.92,0.77,0.16
rate,0.9,0.9,0.69,0.26
famges,0.8,0.77,0.49,0.1
buerge,0.29,0.38,0.12,0.06
wohnzeit,0.94,0.93,0.8,0.35
verm,0.98,0.97,0.91,0.44
weitkred,0.49,0.54,0.24,0.05
wohn,0.73,0.77,0.47,0.18
bishkred,0.66,0.6,0.33,0.03
beruf,0.73,0.71,0.41,0.02
pers,0.52,0.62,0.35,0.18
telef,0.97,0.98,0.94,0.7
gastarb,0.19,0.28,0.1,0.05
kredit,0.82,0.87,0.7,0.41
