Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.8,0.76,0.45,0.08
verw,0.89,0.79,0.47,0.03
sparkont,1.0,1.0,0.99,0.76
beszeit,0.96,0.94,0.81,0.23
rate,0.91,0.91,0.71,0.27
famges,1.0,1.0,0.98,0.77
buerge,0.32,0.4,0.14,0.06
wohnzeit,0.94,0.94,0.8,0.34
verm,1.0,1.0,0.99,0.81
weitkred,0.52,0.57,0.26,0.06
wohn,1.0,1.0,1.0,0.89
bishkred,0.68,0.62,0.35,0.03
beruf,0.73,0.72,0.41,0.03
pers,0.57,0.66,0.4,0.21
telef,0.97,0.98,0.94,0.7
gastarb,0.99,0.99,0.97,0.79
kredit,0.87,0.91,0.78,0.48
