value,frequency,column
Male,0.8081442463533225,sex
Female,0.19185575364667748,sex
25 - 45,0.5731361426256077,age_cat
Less than 25,0.2169773095623987,age_cat
Greater than 45,0.2098865478119935,age_cat
African-American,0.5125607779578606,race
Caucasian,0.34542139384116693,race
Hispanic,0.08184764991896272,race
Other,0.05348460291734198,race
Asian,0.004457050243111832,race
Native American,0.002228525121555916,race
F,0.6509319286871961,c_charge_degree
M,0.3490680713128039,c_charge_degree
0,0.5117504051863857,is_recid
1,0.48824959481361424,is_recid
Low,0.5492301458670988,score_text
Medium,0.2655996758508914,score_text
High,0.1851701782820097,score_text
0,0.5407212317666127,two_year_recid
1,0.45927876823338737,two_year_recid
