Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.89,0.74,0.15
moral,0.81,0.77,0.46,0.08
verw,0.91,0.81,0.51,0.02
sparkont,0.75,0.74,0.37,0.08
beszeit,0.96,0.94,0.81,0.2
rate,0.9,0.9,0.68,0.28
famges,0.79,0.77,0.48,0.11
buerge,0.3,0.38,0.13,0.04
wohnzeit,0.94,0.93,0.79,0.35
verm,0.98,0.98,0.92,0.49
weitkred,0.52,0.57,0.27,0.06
wohn,0.68,0.73,0.42,0.15
bishkred,0.68,0.61,0.35,0.03
beruf,0.71,0.7,0.38,0.04
pers,0.61,0.7,0.44,0.23
telef,0.97,0.98,0.94,0.7
gastarb,0.2,0.3,0.11,0.06
kredit,0.85,0.89,0.73,0.44
