Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.94,0.92,0.79,0.22
moral,0.8,0.76,0.44,0.08
verw,0.91,0.84,0.56,0.06
sparkont,0.77,0.76,0.4,0.11
beszeit,0.95,0.93,0.79,0.21
rate,0.89,0.89,0.68,0.24
famges,0.82,0.81,0.54,0.12
buerge,0.3,0.38,0.13,0.04
wohnzeit,0.95,0.95,0.84,0.38
verm,0.98,0.98,0.94,0.54
weitkred,0.52,0.57,0.27,0.05
wohn,0.74,0.77,0.48,0.18
bishkred,0.66,0.59,0.33,0.02
beruf,0.7,0.68,0.37,0.02
pers,0.63,0.71,0.46,0.24
telef,0.96,0.97,0.93,0.67
gastarb,0.33,0.44,0.2,0.1
kredit,0.88,0.91,0.79,0.49
