Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.85
moral,0.78,0.74,0.42,0.07
verw,0.9,0.8,0.48,0.02
sparkont,1.0,1.0,0.99,0.83
beszeit,0.95,0.93,0.79,0.19
rate,0.9,0.9,0.68,0.28
famges,1.0,1.0,0.99,0.85
buerge,0.29,0.37,0.12,0.04
wohnzeit,0.92,0.91,0.73,0.31
verm,1.0,1.0,0.99,0.79
weitkred,0.47,0.52,0.23,0.04
wohn,1.0,1.0,0.99,0.86
bishkred,0.64,0.56,0.31,0.01
beruf,0.74,0.71,0.41,0.03
pers,0.49,0.59,0.33,0.17
telef,0.95,0.96,0.9,0.62
gastarb,1.0,1.0,1.0,0.93
kredit,0.78,0.84,0.64,0.36
