laufkont laufzeit moral verw hoehe sparkont beszeit rate famges buerge wohnzeit verm alter weitkred wohn bishkred beruf pers telef gastarb kredit
4 15 4 2 959 2 4 3 2 1 2 2 30 3 2 2 3 2 2 2 1
2 48 2 3 4155 5 5 4 3 1 1 3 40 3 2 2 3 1 2 2 1
1 12 2 3 2145 2 5 4 1 2 4 4 28 3 1 1 3 1 1 2 0
3 24 1 9 3958 5 3 3 3 1 2 1 31 3 3 1 3 2 1 2 1
1 12 2 6 709 1 5 4 3 1 4 4 41 3 1 2 3 2 1 1 0
2 12 4 0 2441 2 4 2 4 1 3 3 36 3 2 1 4 2 2 2 1
3 18 0 1 8647 4 3 1 2 1 1 2 23 3 3 1 3 2 2 2 1
2 24 2 0 1200 5 2 4 1 1 1 2 26 3 2 1 3 2 1 2 0
1 24 2 0 1351 2 2 4 2 1 3 3 25 1 1 1 2 2 2 2 0
2 21 4 0 1659 3 4 4 4 1 4 3 29 3 2 2 3 2 2 2 1
3 12 4 3 1819 3 5 2 3 1 4 1 63 3 2 2 4 2 2 2 1
2 12 2 5 1038 4 2 1 2 3 4 1 19 3 1 1 2 2 1 2 1
4 8 2 5 920 3 2 3 4 1 2 2 26 3 2 1 3 2 2 2 1
2 48 3 3 6558 3 5 4 4 1 4 4 58 3 1 2 1 2 2 2 0
4 12 4 3 621 3 5 4 2 1 4 1 54 3 2 2 2 2 2 1 1
4 12 2 2 1577 3 4 2 3 1 4 3 35 2 2 1 3 2 2 2 1
3 6 2 2 753 4 3 2 2 1 1 1 64 3 2 1 3 2 1 2 1
2 71 2 3 6048 2 3 2 2 1 2 4 24 3 2 1 3 2 1 2 0
2 10 2 0 3977 1 2 1 1 1 1 1 37 3 2 1 2 2 1 2 0
1 18 3 2 4198 1 3 2 3 1 4 3 41 3 2 1 3 2 1 2 0
2 21 4 3 1657 1 2 4 3 1 3 3 33 3 2 2 4 2 2 2 1
3 6 4 2 1093 2 3 2 2 1 4 1 49 3 1 1 2 2 1 2 1
2 12 1 5 1428 1 4 4 4 1 3 3 26 3 2 1 3 2 1 2 0
4 24 4 1 5316 4 5 2 3 1 4 4 43 3 1 2 3 2 1 2 1
2 12 2 2 1495 1 2 4 1 1 1 3 32 1 2 4 2 2 2 2 1
2 30 4 0 4280 5 3 4 4 1 4 3 26 3 1 2 3 2 1 2 0
2 24 4 9 2816 1 4 4 3 1 3 3 33 3 2 2 3 1 2 2 1
2 6 1 3 586 1 4 3 4 1 1 1 26 3 2 1 2 2 1 1 1
3 12 2 3 423 1 3 4 2 3 2 1 42 3 1 2 3 2 1 2 1
1 24 4 2 1663 4 5 4 2 1 4 1 58 3 2 1 2 2 2 2 1
4 24 4 1 2295 5 4 4 3 1 4 2 42 3 2 2 3 1 2 2 1
1 15 2 0 2676 5 4 1 2 1 4 1 23 3 1 1 3 2 1 2 0
4 27 3 2 5315 5 5 1 3 1 4 4 47 3 2 1 3 1 2 2 1
4 15 4 3 1603 5 5 4 3 1 4 4 33 3 2 1 2 1 1 2 1
1 60 2 3 7445 1 5 3 3 1 4 4 35 3 3 1 3 2 1 2 0
4 6 4 3 698 5 5 4 3 1 4 4 36 3 3 2 3 2 1 1 1
4 21 4 0 3491 3 5 2 2 1 4 2 42 3 2 2 3 2 2 2 1
1 36 2 2 5798 1 2 3 3 1 1 2 28 3 2 1 3 2 1 2 0
4 36 4 1 10783 2 5 2 3 1 4 3 42 3 3 2 3 2 1 1 1
1 12 2 2 1282 1 1 2 3 1 4 4 49 3 2 1 2 1 2 2 1
3 12 0 3 6301 5 3 1 3 1 1 3 27 3 1 2 3 2 1 2 0
2 24 3 1 3074 1 3 4 3 1 4 1 32 1 2 2 3 2 2 2 1
1 24 1 2 7122 1 2 3 2 1 1 2 54 1 1 1 3 2 2 2 0
1 12 2 3 702 1 3 4 3 1 2 1 40 3 2 1 2 2 1 2 1
4 36 4 1 14371 3 4 3 3 1 4 3 29 2 2 1 4 1 2 2 0
1 24 2 3 1996 1 2 4 1 1 3 2 32 3 2 1 3 2 1 2 0
2 18 1 0 920 1 5 4 3 1 4 3 35 2 2 1 3 1 2 2 1
3 24 4 1 7761 1 5 2 2 3 4 1 28 3 1 1 2 2 2 2 1
1 12 3 0 1494 1 1 2 1 1 4 4 65 3 3 3 3 2 1 2 1
2 12 2 1 2512 3 4 4 2 1 4 3 26 3 1 1 3 2 2 2 1
1 12 4 2 2763 1 5 2 3 1 4 3 34 3 2 2 3 2 1 2 1
1 12 2 2 3777 1 5 1 3 1 1 3 31 3 2 1 3 1 1 2 1
1 42 4 2 3516 1 1 4 4 1 4 4 64 3 2 2 3 1 1 2 1
3 18 2 0 1924 2 2 1 2 1 4 1 27 3 1 1 3 2 1 2 0
4 18 4 3 1863 2 3 4 4 1 2 3 24 3 2 2 3 2 1 1 1
3 18 4 0 1136 1 5 4 2 1 4 3 63 3 2 1 1 2 1 2 1
2 30 4 3 6882 5 4 2 3 1 3 2 36 3 2 2 3 2 1 2 1
4 24 4 9 1978 4 3 3 2 1 2 3 32 3 2 2 3 2 1 2 1
1 7 2 3 1442 4 3 4 3 3 1 1 33 3 2 1 3 2 1 2 1
3 48 4 10 18423 5 3 1 2 1 2 4 31 1 2 1 4 2 2 2 0
