Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,0.92,0.91,0.75,0.19
moral,0.77,0.73,0.41,0.1
verw,0.9,0.79,0.46,0.01
sparkont,0.73,0.73,0.35,0.09
beszeit,0.95,0.93,0.79,0.2
rate,0.9,0.9,0.7,0.26
famges,0.79,0.78,0.49,0.13
buerge,0.3,0.38,0.12,0.05
wohnzeit,0.93,0.93,0.78,0.36
verm,0.98,0.98,0.91,0.49
weitkred,0.5,0.55,0.25,0.05
wohn,0.7,0.75,0.44,0.17
bishkred,0.67,0.6,0.34,0.01
beruf,0.73,0.7,0.4,0.02
pers,0.53,0.63,0.36,0.19
telef,0.96,0.97,0.92,0.66
gastarb,0.25,0.35,0.14,0.07
kredit,0.86,0.9,0.76,0.46
