Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.78
moral,0.78,0.73,0.41,0.06
verw,0.9,0.79,0.48,0.03
sparkont,0.98,0.98,0.93,0.56
beszeit,0.95,0.93,0.8,0.2
rate,0.9,0.9,0.7,0.29
famges,0.98,0.98,0.94,0.56
buerge,0.31,0.39,0.13,0.06
wohnzeit,0.92,0.92,0.75,0.29
verm,1.0,1.0,1.0,0.89
weitkred,0.47,0.5,0.23,0.02
wohn,0.99,0.99,0.96,0.65
bishkred,0.67,0.59,0.33,0.01
beruf,0.75,0.72,0.43,0.02
pers,0.44,0.55,0.28,0.14
telef,0.96,0.97,0.92,0.65
gastarb,0.96,0.97,0.93,0.68
kredit,0.79,0.84,0.65,0.37
