value,frequency,column
4,0.3975,laufkont
2,0.26875,laufkont
1,0.2675,laufkont
3,0.06625,laufkont
2,0.5425,moral
4,0.29375,moral
3,0.08,moral
1,0.05,moral
0,0.03375,moral
3,0.2775,verw
0,0.235,verw
2,0.1875,verw
1,0.105,verw
9,0.09,verw
6,0.055,verw
5,0.0175,verw
10,0.0125,verw
4,0.01125,verw
8,0.00875,verw
1,0.59625,sparkont
5,0.18375,sparkont
2,0.1075,sparkont
3,0.06625,sparkont
4,0.04625,sparkont
3,0.33125,beszeit
5,0.2625,beszeit
4,0.175,beszeit
2,0.16625,beszeit
1,0.065,beszeit
4,0.47625,rate
2,0.22,rate
3,0.16875,rate
1,0.135,rate
3,0.53875,famges
2,0.31875,famges
4,0.09125,famges
1,0.05125,famges
1,0.90375,buerge
3,0.0525,buerge
2,0.04375,buerge
4,0.42,wohnzeit
2,0.30875,wohnzeit
3,0.1475,wohnzeit
1,0.12375,wohnzeit
3,0.335,verm
1,0.27625,verm
2,0.2375,verm
4,0.15125,verm
3,0.81625,weitkred
1,0.14875,weitkred
2,0.035,weitkred
2,0.7075,wohn
1,0.1875,wohn
3,0.105,wohn
1,0.64,bishkred
2,0.33125,bishkred
3,0.025,bishkred
4,0.00375,bishkred
3,0.62625,beruf
2,0.19375,beruf
4,0.16,beruf
1,0.02,beruf
2,0.86,pers
1,0.14,pers
1,0.5875,telef
2,0.4125,telef
2,0.95875,gastarb
1,0.04125,gastarb
1,0.715,kredit
0,0.285,kredit
