Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.76
moral,0.8,0.76,0.44,0.09
verw,0.9,0.8,0.47,0.03
sparkont,0.99,0.99,0.97,0.68
beszeit,0.94,0.93,0.77,0.19
rate,0.91,0.92,0.73,0.33
famges,0.99,0.99,0.97,0.65
buerge,0.22,0.3,0.09,0.03
wohnzeit,0.92,0.91,0.74,0.29
verm,1.0,1.0,1.0,0.86
weitkred,0.48,0.52,0.23,0.04
wohn,0.99,0.99,0.98,0.77
bishkred,0.65,0.57,0.32,0.01
beruf,0.72,0.7,0.39,0.03
pers,0.54,0.64,0.37,0.19
telef,0.97,0.98,0.94,0.69
gastarb,0.99,0.99,0.98,0.8
kredit,0.78,0.84,0.64,0.36
