Feature,Gini,Shannon,Simpson,I.I.R.
laufkont,1.0,1.0,0.99,0.79
moral,0.8,0.76,0.44,0.09
verw,0.89,0.78,0.46,0.03
sparkont,1.0,1.0,1.0,0.85
beszeit,0.94,0.92,0.75,0.19
rate,0.9,0.91,0.7,0.29
famges,1.0,1.0,0.98,0.72
buerge,0.3,0.37,0.12,0.04
wohnzeit,0.91,0.91,0.73,0.29
verm,1.0,1.0,0.99,0.81
weitkred,0.48,0.53,0.24,0.04
wohn,1.0,1.0,0.99,0.87
bishkred,0.66,0.59,0.33,0.01
beruf,0.75,0.72,0.43,0.02
pers,0.55,0.64,0.38,0.2
telef,0.96,0.97,0.92,0.66
gastarb,0.99,0.99,0.98,0.82
kredit,0.83,0.87,0.71,0.42
